发表了博文《男性应该了解的男科疾病有哪些呢？科普一下~-武汉博大男科》人们日常接触的有害物质中，主要来自于化学产业造成的空气、水等环境污染，还有随处可见的各种辐射，威胁人类的健康，男性的“生活标志”吸|男性应该了... ​,武汉博大男科医院怎么样,2016-06-16 13:47
﻿日常生活中的辐射对人体有害吗？ | 爱读医 iReadMed 辐射，看不见摸不着，又无处不在，想想真是可怕，所以许多人会把身体上某方面的不适都怪罪为辐射导致。事实上大量的研究表明，没有证据能够证明日常生活中遇到的那种低强度的电磁波会影响到人体健康。 网页链接 ​,爱读医iReadMed,2014-04-22 11:12
﻿"一篇好文,推荐之-【日常生活中的辐射对人体有害吗？】（来自:百度百家）大量的研究表明，没有证据能够证明日常生活中遇到的那种低强度的电磁波会影响到人体健康。 网页链接 ​",老老夏,
﻿【日常生活中的辐射对人体有害吗？】大量的研究表明，没有证据能够证明日常生活中遇到的那种低强度的电磁波会影响到人体健康。 |百度百家详细网页链接 ​,舟子百度百家直播,2014-04-21 10:09
﻿没有证据能够证明日常生活电器所发出的低强度电磁波会影响到人体健康，更别说致癌，这是危言耸听，误导民众！世卫组织的结论：电磁场与公共卫生网页链接 科普文章：日常生活中的辐射对人体有害吗？ |日常生活中...,共趟美好世界,
﻿商家利用了消费者规避风险的心理，炒作和包装“日常电磁辐射有害健康”的概念，混淆相关性和因果性，夸大和歪曲科研成果，无视不利于其商业炒作的主流研究结论。目前，我国“孕妇防辐射服”的市场规模大约是一年几十亿人民币。如此巨大的“蛋糕”，都建立在消费者被商家煽动起的对“辐射”的恐惧之上。 ​,清荷一片,2014-04-18 08:25
﻿辐射存在于我们日常生活的每一个角落，电视机有辐射，电脑有辐射，手机有辐射，就连覆盖我们家庭单位的无线wifi网络也有辐射。辐射对人的身体究竟有怎样的影响，日常生活应怎样合理的规避有害辐射？虽然这些辐射没有电影中的辐射那样致命，但正确认识我们日常生活接触到的辐射与我们的健康生活息息相关 ​,科教片一级导演,
﻿#安全提醒#【手机辐射危害大？别吓自己唬弄别人！】你有过“辐射恐惧”吗？手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。一些商家为“防辐射产品”造势，可是没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。 ​,银杏树旁,2014-04-14 23:03
﻿#健康释疑#【辐射一次短命一天？】目前，北京、上海等不少城市都实施地铁常态化安检。有人担心X射线安检仪的辐射对人体有害，称“每天被辐射一次，人的命都要短一天。”那么，很多人每天都要经历的地铁安检的辐射是否值得担忧呢？下面这张图表告诉你日常生活中经常遇到的辐射对身体危害到底有多大！ ​,康康买药,
﻿《男人性功能保护原则之“三不宜”》 生活中的很多细节对男人精子和性功能有影响，其中有害大于有益，也就是说，男人的精子和性功能随时都处在危险的环境中。并且，日常生活中也充满危险，为此男人要知晓三个“不宜”才能保护自身健康。 不宜电磁辐射 对于男...畅读版【网页链接】 ​,301赵华,2014-04-10 09:36
﻿发表了博文 《吃对食物抗污染》 - 现代人正承受着辐射、噪音、粉尘及有害金属等各种各样的污染。这些污染严重地危害着现代人的身体健康。那么，该如何对这些污染进行有效的抵抗呢？专家告诉我们，在我们日常吃的 |吃对食物抗... ​,健康指南杂志社官博,
﻿【手机辐射危害大？别吓自己唬弄别人！】你有过“辐射恐惧”吗？手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。一些商家为“防辐射产品”造势，可是没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。 ​,雕庄家园,2014-01-16 09:16
﻿#安全提醒#【手机辐射危害大？别吓自己唬弄别人！】你有过“辐射恐惧”吗？手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。一些商家为“防辐射产品”造势，可是没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害. ​,银杏树旁,
﻿【手机辐射危害大？别吓自己唬弄别人！】你有过“辐射恐惧”吗？手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。一些商家为“防辐射产品”造势，可是没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。 ​,雕庄家园,2014-01-10 16:10
﻿发表了博文 《9大商业伪概念》 - 1.日常辐射有害健康 由于对辐射概念的错误认识，“辐射恐惧”变成了一种常见的“现代病”。商家抓住消费者的心理，对科学研究进行断章取义和歪曲，加剧人们的恐慌心理，为 |9大商业伪... ​,Hello-miky_465,
﻿手机辐射危害大？别吓自己唬弄别人！】你有过“辐射恐惧”吗？手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。一些商家为“防辐射产品”造势，可是没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害 ​,南沙派出所,2013-12-30 08:56
﻿#安全提醒#【手机辐射危害大？别吓自己唬弄别人！】你有过“辐射恐惧”吗？手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。一些商家为“防辐射产品”造势，可是没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害 ​,启东市北新派出所,
﻿流言：家用的电器电子设备辐射大，因此手机不要放在床头、电脑一定要用防辐射的机箱，接电话时不要离耳朵太近。真相：现有研究表明，家用电器周围的电磁场强度远远小于安全准则的限值。手机的射频电磁场强度比日常居住环境中的其他电器都要高，但即使也并未显示出有害健康的效应网页链接 ​,喵戥,2013-12-25 21:58
﻿【威海好的男科医院】威海北大阳光男科医院：男科疾病的产生根源有些是在人们日常接触的有害物质中，主要来自于化学工业造成的空气、水等环境污染，还有随处可见的各种辐射威胁人类的健康。... --发布到微刊《威海美女》http://t.cn/8k7VFgq ​,123456789asd_64356,
﻿【手机辐射危害大？别吓自己了！】“辐射恐惧”已成常见现代病。商家对科学研究断章取义，为“防辐射产品”造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。（人民日报） ​,凤凰东方文化,2013-12-20 16:11
﻿【手机辐射危害大？别吓自己唬弄别人！】你有过“辐射恐惧”吗？手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。一些商家为“防辐射产品”造势，可是没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。 @居家实用小百科 @实用生活小贴士 @生活百宝书 ​,听风平安卫士,
﻿【手机辐射危害大？别吓自己唬弄别人！】你有过“辐射恐惧”吗？手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。一些商家为“防辐射产品”造势，可是没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。via@平安洛宁 ​,乐清交警,2013-12-20 15:21
﻿【手机辐射危害大？别吓自己了！】“辐射恐惧”已成常见“现代病”。商家对科学研究断章取义，加剧心理恐慌，为“防辐射产品”造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。 ​,情感微聚焦,
﻿#安全提醒#【手机辐射危害大？别吓自己唬弄别人！】你有过“辐射恐惧”吗？手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。一些商家为“防辐射产品”造势，可是没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。 ​,南京铁路公安在线,2013-11-29 14:50
﻿【手机辐射危害大？别吓自己了！】“辐射恐惧”已成常见“现代病”。商家对科学研究断章取义，加剧心理恐慌，为“防辐射产品”造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。 j ​,平安西平,
﻿"#生活百科#【手机辐射危害大？别吓自己了！】""辐射恐惧""已成常见现代病。商家对科学研究断章取义，为""防辐射产品""造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。via人民日报 戳图涨姿势： ​",河西发布,2013-11-20 14:03
﻿#安全提醒#【手机辐射危害大？别吓自己唬弄别人！】你有过“辐射恐惧”吗？手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。一些商家为“防辐射产品”造势，可是没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。@河南日报@人民日报@郑州慈铭健康体检 ​,平安洛宁,
﻿#视界#【手机辐射大？别吓自己了！】“辐射恐惧”已成常见“现代病”。商家对科学研究断章取义，加剧心理恐慌，并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害[懒得理你]。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。via人民日报 ​,成都高-新文明汇,2013-11-18 21:23
﻿"#温馨提示# “辐射恐惧”已成常见“现代病”。商家对科学研究断章取义,加剧心理恐慌,为“防辐射产品”造势。并没有科学研究证实日常接触电磁辐射会对包括孕妇在内人群造成任何健康危害。手机射频电磁场强度虽比其他电器高,但并未显示出有害健康的效应。 ​",莞工法社学院团总支,2013-11-13 23:01
﻿"#小洛微提醒#【手机辐射危害大？别吓自己了！】""辐射恐惧""已成常见现代病。商家对科学研究断章取义，为""防辐射产品""造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。via人民日报 戳图涨姿势： ​",微博洛阳,
﻿"【手机辐射危害大？别吓自己了！】""辐射恐惧""已成常见现代病。商家对科学研究断章取义，为""防辐射产品""造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。via人民日报 戳图涨姿势，不被卖家忽悠 ​",太原晚报,2013-11-13 22:20
﻿#外联视野# “辐射恐惧”已成常见“现代病”。商家对科学研究断章取义，加剧心理恐慌，为“防辐射产品”造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。 ​,攀院外联之翼,
﻿"#提醒#【手机辐射危害大？别吓自己了！】""辐射恐惧""已成常见现代病。商家对科学研究断章取义，为""防辐射产品""造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。via人民日报 戳图涨姿势  ​",市场星报,2013-11-13 22:12
﻿#温馨提示#【手机辐射危害大？别吓自己了！】“辐射恐惧”已成常见“现代病”。商家对科学研究断章取义，加剧心理恐慌，为“防辐射产品”造势。并没有科学研究证实日常接触电磁辐射会对包括孕妇在内人群造成任何健康危害。手机射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。@人民日报 ​,太仓发布,
﻿【手机辐射危害大？别吓自己了！】“辐射恐惧”已成常见“现代病”。商家对科学研究断章取义，加剧心理恐慌，为“防辐射产品”造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。 ​,留倩影是吃货,2013-11-13 22:10
﻿【手机辐射危害大？别吓自己了！】一些商家对科学研究断章取义，为“防辐射产品”造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。（人民日报）你有过“辐射恐惧”吗？ ​,郑州晚报,2013-11-13 20:26
﻿#安全提醒#【手机辐射危害大？别吓自己唬弄别人！】你有过“辐射恐惧”吗？手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。一些商家为“防辐射产品”造势，可是没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。@河南日报@人民日报@郑州慈铭健康体检 ​,天外探宝,
﻿#安全提醒#【手机辐射危害大？别吓自己唬弄别人！】你有过“辐射恐惧”吗？手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。一些商家为“防辐射产品”造势，可是没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。@河南日报@人民日报@郑州慈铭健康体检 ​,天外探宝,2013-11-13 19:32
﻿#安全提醒#【手机辐射危害大？别吓自己唬弄别人！】你有过“辐射恐惧”吗？手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。一些商家为“防辐射产品”造势，可是没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。@河南日报@人民日报@郑州慈铭健康体检 ​,平安洛宁,
﻿【手机辐射危害大？别吓自己了！】一些商家对科学研究断章取义，为“防辐射产品”造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。（@人民日报 ）@郑州慈铭健康体检 你有过“辐射恐惧”吗？ ​,河南日报,2013-11-13 19:32
﻿【手机辐射危害大？别吓自己了！】“辐射恐惧”已成常见“现代病”。商家对科学研究断章取义，加剧心理恐慌，为“防辐射产品”造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。 ​,宝鸡扶风公安,
﻿#温馨提示#【手机辐射大？别吓自己了！】“辐射恐惧”已成常见“现代病”。商家对科学研究断章取义，加剧心理恐慌，并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害[懒得理你]。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。via人民日报 ​,泰兴发布,2013-11-13 19:31
﻿【手机辐射危害大？别吓自己了！】“辐射恐惧”已成常见“现代病”。商家对科学研究断章取义，加剧心理恐慌，为“防辐射产品”造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。,京华时报公益周刊,
﻿"【手机辐射危害大？别吓自己了！】""辐射恐惧""已成常见现代病。商家对科学研究断章取义，为""防辐射产品""造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。via人民日报 戳图涨姿势，不被卖家忽悠 ​",商丘网,
﻿"【手机辐射危害大？别吓自己了！】""辐射恐惧""已成常见现代病。商家对科学研究断章取义，为""防辐射产品""造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。via人民日报 戳图涨姿势，不被卖家忽悠 ​",成都晚报,2013-11-13 17:35
﻿"【手机辐射危害大？别吓自己了！】""辐射恐惧""已成常见现代病。商家对科学研究断章取义，为""防辐射产品""造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。via人民日报 ​",云南信息报,
﻿"【手机辐射危害大？别吓自己了！】""辐射恐惧""已成常见现代病。商家对科学研究断章取义，为""防辐射产品""造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。 ​",关注三秦,2013-11-13 17:33
﻿"【手机辐射危害大？别吓自己了！】""辐射恐惧""已成常见现代病。商家对科学研究断章取义，为""防辐射产品""造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。via人民日报 戳图涨姿势，不被卖家忽悠 ​",大河报,
﻿【手机辐射危害大？别吓自己了！】“辐射恐惧”已成常见“现代病”。商家对科学研究断章取义，加剧心理恐慌，为“防辐射产品”造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。(人民日报）,央视财经,
﻿【手机辐射危害大？别吓自己了！】“辐射恐惧”已成常见“现代病”。商家对科学研究断章取义，加剧心理恐慌，为“防辐射产品”造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。 ​,证券资讯博览,
﻿#西游科普#【手机辐射危害大？别吓自己了！】“辐射恐惧”已成常见“现代病”。商家对科学研究断章取义，加剧心理恐慌，为“防辐射产品”造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。 ​,西游神话世界,2013-11-13 17:06
﻿W【手机辐射危害大？别吓自己了！】“辐射恐惧”已成常见“现代病”。商家对科学研究断章取义，加剧心理恐慌，为“防辐射产品”造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。 ​,平安西平,2013-11-13 16:34
﻿#大事件呈报#【手机辐射危害大？别吓自己了！】“辐射恐惧”已成常见“现代病”。商家对科学研究断章取义，加剧心理恐慌，为“防辐射产品”造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。 ​,静之湖度假酒店,
﻿【手机辐射危害大？别吓自己了！】“辐射恐惧”已成常见“现代病”。商家对科学研究断章取义，加剧心理恐慌，为“防辐射产品”造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。 ​,地主家K爷,2013-11-13 16:04
﻿【手机辐射危害大？别吓自己了！】“辐射恐惧”已成常见“现代病”。商家对科学研究断章取义，加剧心理恐慌，为“防辐射产品”造势。并没有科学研究证实日常接触的电磁辐射会对包括孕妇在内的人群造成任何健康危害。手机的射频电磁场强度虽比其他电器高，但并未显示出有害健康的效应。,人民日报,
﻿【这些都是“商业伪概念”】“9大商业伪概念”榜单近日在北京发布。其中，“日常辐射有害健康”、“左旋肉碱可减肥”、“胶原蛋白能美容”、“法藤钛环可治颈椎病”等广为流传的保健信息赫然在列。商家宣传中那些看上去“不明觉厉”的概念，真的科学吗？↓↓网页链接 ​,我在现场ilive,
